Block,Irrigation,Cultivar,Inoculum,Plant,29-Oct-19,5-Nov-19,19-Nov-19,3-Dec-19,16-Dec-19,14-Jan-20,27-Jan-20,11-Feb-20,25-Feb-20,9-Mar-20,24-Mar-20,14-Apr-20,28-Apr-20,12-May-20,26-May-20,9-Jun-20,23-Jun-20
3,Optimal,Fronteras,Inoculated,15,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,Optimal,Fronteras,Inoculated,16,,,,,,,,,,,,,0,0,2,1,2
3,Optimal,Fronteras,Inoculated,17,,,,,,,,,,,,,0,2,4,5,5
3,Optimal,Fronteras,Inoculated,18,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,Optimal,Fronteras,Inoculated,19,,,,,,,,,,,,,sampled,sampled,sampled,sampled,sampled
3,Optimal,Fronteras,Inoculated,20,,,,,,,,,,,,,0,0,1,1,2
3,Optimal,Fronteras,Inoculated,21,,,,,,,,,,,,,0,0,1,5,5
3,Optimal,Fronteras,Inoculated,22,,,,,,,,,,,,,0,1,1,1,2
3,Optimal,Fronteras,Inoculated,23,,,,,,,,,,,,,0,1,2,1,2
3,Optimal,Fronteras,Inoculated,24,,,,,,,,,,,,,0,1,2,2,2
3,Optimal,Fronteras,Inoculated,25,,,,,,,,,,,,,0,2,5,5,5
3,Optimal,Fronteras,Inoculated,26,,,,,,,,,,,,,0,1,1,2,2
3,Optimal,Fronteras,Inoculated,27,,,,,,,,,,,,,0,4,5,5,5
3,Optimal,Fronteras,Inoculated,28,,,,,,,,,,,,,0,0,1,2,2
3,Optimal,Fronteras,Inoculated,29,,,,,,,,,,,,,4,4,3,2,2
3,Optimal,Fronteras,Inoculated,30,,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,Optimal,Fronteras,Inoculated,1,,,,,,,,,,,,,0,1,2,2,2
4,Optimal,Fronteras,Inoculated,2,,,,,,,,,,,,,0,1,2,4,5
4,Optimal,Fronteras,Inoculated,3,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,Optimal,Fronteras,Inoculated,4,,,,,,,,,,,,,0,3,5,5,5
4,Optimal,Fronteras,Inoculated,5,,,,,,,,,,,,,0,1,3,4,4
4,Optimal,Fronteras,Inoculated,6,,,,,,,,,,,,,sampled,sampled,sampled,sampled,sampled
4,Optimal,Fronteras,Inoculated,7,out of hole,,,,,,,,,,,,0,1,5,5,5
4,Optimal,Fronteras,Inoculated,8,,,,,,,,,,,,,0,1,2,2,2
4,Optimal,Fronteras,Inoculated,9,,,,,,,,,,,,,0,1,1,2,4
4,Optimal,Fronteras,Inoculated,10,,,,,,,,,,,,,2,2,3,sampled,sampled
4,Optimal,Fronteras,Inoculated,11,,,,,,,,,,,,,0,2,4,5,5
4,Optimal,Fronteras,Inoculated,12,,,,,,,,,,,,,2,3,5,5,5
4,Optimal,Fronteras,Inoculated,13,,,,,,,,,,,,,0,2,5,5,5
4,Optimal,Fronteras,Inoculated,14,,,,,,,,,,,,,2,5,5,5,5
4,Optimal,Fronteras,Inoculated,15,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,Optimal,Fronteras,Inoculated,16,,,,,,,,,,,,,0,0,2,2,2
4,Optimal,Fronteras,Inoculated,17,,,,,,,,,,,,,0,1,2,5,5
4,Optimal,Fronteras,Inoculated,18,,,,,,,,,,,small,,0,0,1,1,1
4,Optimal,Fronteras,Inoculated,19,,,,,,,,,,,,,0,1,1,1,1
4,Optimal,Fronteras,Inoculated,20,,,,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
4,Optimal,Fronteras,Inoculated,21,,,,,,,,,,,,,0,2,2,5,5
4,Optimal,Fronteras,Inoculated,22,,,,,,,,,,,,,0,2,2,2,3
4,Optimal,Fronteras,Inoculated,23,,,,,,,,,,,,,0,3,5,5,5
4,Optimal,Fronteras,Inoculated,24,,,,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
4,Optimal,Fronteras,Inoculated,25,,,,,,,,,,,,,0,2,2,2,2
4,Optimal,Fronteras,Inoculated,26,,,,,,,,,,,,,0,2,5,5,5
4,Optimal,Fronteras,Inoculated,27,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,Optimal,Fronteras,Inoculated,28,,,little green,,,,,,,,,,0,1,4,5,5
4,Optimal,Fronteras,Inoculated,29,,,,,,,,,,,,,0,2,2,2,3
4,Optimal,Fronteras,Inoculated,30,,,,,,,,,,,,,0,1,2,2,2
1,Optimal,Monterey,Control,1,,no green,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
1,Optimal,Monterey,Control,2,,,,,,,,,,,,,2,2,2,2,2
1,Optimal,Monterey,Control,3,,,,flower,flower,,,,,,,,2,1,1,5,5
1,Optimal,Monterey,Control,4,,,,,flower,,,,,,,,0,1,3,5,5
1,Optimal,Monterey,Control,5,,,,,,,,,,,,,0,0,1,1,2
1,Optimal,Monterey,Control,6,,,,sensor,,,,,,,,,0,2,2,2,4
1,Optimal,Monterey,Control,7,,,flower,flower,flower,,,,,,,,0,2,3,3,3
1,Optimal,Monterey,Control,8,,,flower,flower,flower,,,,,,,,0,1,1,5,5
1,Optimal,Monterey,Control,9,,,,,flower,,,,,,,,0,2,2,2,2
1,Optimal,Monterey,Control,10,,,,flower,flower,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,Optimal,Monterey,Control,11,,,,,flower,,,,,,,,4,5,5,sampled,sampled
1,Optimal,Monterey,Control,12,,,,,,,,,,,,,0,2,2,2,4
1,Optimal,Monterey,Control,13,,,,,,,,,,,,,0,2,2,2,2
1,Optimal,Monterey,Control,14,,,,,,,,,,,,,0,2,2,2,2
1,Optimal,Monterey,Control,15,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,Optimal,Monterey,Control,16,,,,flower,flower,,,,,,,,0,1,2,2,2
1,Optimal,Monterey,Control,17,,,,,flower,,,,,,,,0,1,2,1,2
1,Optimal,Monterey,Control,18,,,,flower,flower,,,,,,,,2,3,3,3,3
1,Optimal,Monterey,Control,19,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
1,Optimal,Monterey,Control,20,out of hole,,flower,flower,flower,,,,,,,,0,2,2,2,2
1,Optimal,Monterey,Control,21,,,,,,,,,,,,,0,2,2,1,2
1,Optimal,Monterey,Control,22,,,,,,,,,,,,,2,2,2,2,3
1,Optimal,Monterey,Control,23,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,Optimal,Monterey,Control,24,,,,,,,,,,,,,3,3,3,2,2
1,Optimal,Monterey,Control,25,,,,,,,,,,,,,2,1,2,1,2
1,Optimal,Monterey,Control,26,,,,,,,,,,,,,2,2,2,1,2
1,Optimal,Monterey,Control,27,,,flower,flower,flower,,,,,,,,2,2,2,2,5
1,Optimal,Monterey,Control,28,,,,,,,,,,,,,2,1,2,1,2
1,Optimal,Monterey,Control,29,,,,,flower,,,,,,,,0,1,2,2,5
1,Optimal,Monterey,Control,30,,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,Optimal,Monterey,Control,1,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
2,Optimal,Monterey,Control,2,,,,,,,,,,,,,2,1,2,1,2
2,Optimal,Monterey,Control,3,,,,,,,,,,,,,0,1,2,5,5
2,Optimal,Monterey,Control,4,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
2,Optimal,Monterey,Control,5,,,,,flower,,,,,,,,0,1,2,5,sampled
2,Optimal,Monterey,Control,6,,,,,flower,,,,,,,,sampled,sampled,sampled,sampled,sampled
2,Optimal,Monterey,Control,7,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
2,Optimal,Monterey,Control,8,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
2,Optimal,Monterey,Control,9,,,,,,,,,,,,,0,1,3,5,5
2,Optimal,Monterey,Control,10,,,,,,,,,,,,,2,2,2,2,2
2,Optimal,Monterey,Control,11,,,,,,,,,,,,,0,1,2,1,5
2,Optimal,Monterey,Control,12,,,,,flower,,,,,,,,0,3,5,5,5
2,Optimal,Monterey,Control,13,,,,flower,flower,,,,,,small,,0,1,2,1,5
2,Optimal,Monterey,Control,14,,,flower,flower,flower,,,,,,,,0,1,1,1,2
2,Optimal,Monterey,Control,15,,,,sensor,flower,,,,,,,,2,2,2,1,2
2,Optimal,Monterey,Control,16,,,,,flower,,,,,,,,2,2,2,4,5
2,Optimal,Monterey,Control,17,,,,,,,,,,,,,0,1,1,1,4
2,Optimal,Monterey,Control,18,,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,Optimal,Monterey,Control,19,,,,,flower,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,Optimal,Monterey,Control,20,,,,,,,,,,,,,2,1,2,4,5
2,Optimal,Monterey,Control,21,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
2,Optimal,Monterey,Control,22,,flower,"flower, sample",gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
2,Optimal,Monterey,Control,23,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
2,Optimal,Monterey,Control,24,,,,flower,flower,,,,,,,,0,1,2,2,3
2,Optimal,Monterey,Control,25,,,,,flower,,,,,,,"dead, sample",sampled,sampled,sampled,sampled,sampled
2,Optimal,Monterey,Control,26,,,,,,,,,,,,,0,1,5,5,5
2,Optimal,Monterey,Control,27,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,Optimal,Monterey,Control,28,,,,,,,,,,,,,0,1,1,1,2
2,Optimal,Monterey,Control,29,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
2,Optimal,Monterey,Control,30,,,,,,,,,,,,,0,1,1,1,2
3,Optimal,Monterey,Control,1,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
3,Optimal,Monterey,Control,2,,,,flower,flower,,,,,,,,0,1,1,2,2
3,Optimal,Monterey,Control,3,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
3,Optimal,Monterey,Control,4,,,,,,,,,,,,,0,1,2,2,2
3,Optimal,Monterey,Control,5,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
3,Optimal,Monterey,Control,6,,,,flower,flower,,,,,,,,0,2,3,sampled,sampled
3,Optimal,Monterey,Control,7,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,Optimal,Monterey,Control,8,,,,,flower,,,,,,,,0,3,2,2,2
3,Optimal,Monterey,Control,9,,,,,flower,,,,,,,,0,0,2,2,2
3,Optimal,Monterey,Control,10,,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,Optimal,Monterey,Control,11,,,,,,,,,,,,,sampled,sampled,sampled,sampled,sampled
3,Optimal,Monterey,Control,12,,,,,flower,,,,,,,,0,1,1,2,2
3,Optimal,Monterey,Control,13,,no green,,,,,,,,,,,0,0,1,2,5
3,Optimal,Monterey,Control,14,,,,,,,,,,,,,0,2,1,2,2
3,Optimal,Monterey,Control,15,,,,,flower,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,Optimal,Monterey,Control,16,,,,,,,,,,,,,0,1,1,1,2
3,Optimal,Monterey,Control,17,,,flower,flower,flower,,,,,,,,0,0,1,4,5
3,Optimal,Monterey,Control,18,,,,,,,,,,,,,0,0,1,,2
3,Optimal,Monterey,Control,19,,,,,,,,,,,,,0,0,1,,2
3,Optimal,Monterey,Control,20,,,,,flower,,,,,,,,2,0,2,2,2
3,Optimal,Monterey,Control,21,,,,,,,,,,,,,0,1,2,2,5
3,Optimal,Monterey,Control,22,,,,,flower,,,,,,,,2,2,3,1,2
3,Optimal,Monterey,Control,23,,no green,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
3,Optimal,Monterey,Control,24,,,,,flower,,,,,,,,0,0,1,1,2
3,Optimal,Monterey,Control,25,,,,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
3,Optimal,Monterey,Control,26,,,,,,,,,,,,,0,0,1,1,2
3,Optimal,Monterey,Control,27,,,,,,,,,,,,,0,2,2,2,2
3,Optimal,Monterey,Control,28,,,,,,,,,,,,,0,1,2,2,2
3,Optimal,Monterey,Control,29,,,,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
3,Optimal,Monterey,Control,30,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,Optimal,Monterey,Control,1,,,,,,,,,,,,,0,1,2,1,2
4,Optimal,Monterey,Control,2,,,,,,,,,,,,,sampled,sampled,sampled,sampled,sampled
4,Optimal,Monterey,Control,3,,,,,,,,,,,,,0,2,2,5,5
4,Optimal,Monterey,Control,4,out of hole,,,,,,,,,,,,0,1,1,2,2
4,Optimal,Monterey,Control,5,,,,,,,,,,,,,2,2,2,2,3
4,Optimal,Monterey,Control,6,,,,flower,flower,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,Optimal,Monterey,Control,7,,,,,little green,,little green,,,,,,0,1,1,2,1
4,Optimal,Monterey,Control,8,out of hole,,,,,,,,,,,,0,1,1,,2
4,Optimal,Monterey,Control,9,,,flower,flower,flower,,,,,,,,0,1,1,2,3
4,Optimal,Monterey,Control,10,,,,,flower,,,,,,,,0,2,1,2,1
4,Optimal,Monterey,Control,11,,,flower,flower,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,Optimal,Monterey,Control,12,out of hole,,,,flower,,,,,,,,0,2,1,2,2
4,Optimal,Monterey,Control,13,,,,,,,,,,,,,0,1,1,2,2
4,Optimal,Monterey,Control,14,,,,,flower,,,,,,,,2,1,1,1,2
4,Optimal,Monterey,Control,15,,,,,flower,,,,,,,,0,1,2,1,2
4,Optimal,Monterey,Control,16,,,,,,,,,,,,,0,1,2,4,5
4,Optimal,Monterey,Control,17,,,,,,,,,,,,,0,1,2,2,2
4,Optimal,Monterey,Control,18,,,,flower,flower,,,,,,,,0,1,1,1,1
4,Optimal,Monterey,Control,19,,,,,,,,,,,,,0,2,3,2,2
4,Optimal,Monterey,Control,20,out of hole,no green,,,,,,,,,,,0,1,1,1,1
4,Optimal,Monterey,Control,21,,flower,flower,flower,flower,,,,,,,,2,2,2,2,2
4,Optimal,Monterey,Control,22,out of hole,,,,,,,,,,,,0,1,2,sampled,sampled
4,Optimal,Monterey,Control,23,,,,,,,,,,,,,0,2,2,1,2
4,Optimal,Monterey,Control,24,,,flower,flower,flower,,,,,,,,0,1,2,1,2
4,Optimal,Monterey,Control,25,,,flower,flower,flower,,,,,,,,0,1,1,2,3
4,Optimal,Monterey,Control,26,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,Optimal,Monterey,Control,27,,no green,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
4,Optimal,Monterey,Control,28,,,,,,,,,,,,,0,1,1,1,2
4,Optimal,Monterey,Control,29,,,,,,,,,,,,,0,1,2,4,5
4,Optimal,Monterey,Control,30,out of hole,,,,,,,,,,,,0,1,1,3,2
1,Optimal,Monterey,Inoculated,1,,,,,,,,,,,,,0,2,2,3,3
1,Optimal,Monterey,Inoculated,2,,,,,,,,,,,,,0,2,2,2,2
1,Optimal,Monterey,Inoculated,3,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
1,Optimal,Monterey,Inoculated,4,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
1,Optimal,Monterey,Inoculated,5,,,,,,,,,,,,,2,1,2,2,2
1,Optimal,Monterey,Inoculated,6,,,,,flower,,,,,,,,0,2,3,2,3
1,Optimal,Monterey,Inoculated,7,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
1,Optimal,Monterey,Inoculated,8,,,flower,flower,flower,,,,,,,,0,1,2,3,5
1,Optimal,Monterey,Inoculated,9,,,,,,,,,,,,,0,1,2,2,2
1,Optimal,Monterey,Inoculated,10,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
1,Optimal,Monterey,Inoculated,11,,,,,,,,,,,,,0,1,2,sampled,sampled
1,Optimal,Monterey,Inoculated,12,out of hole,,,,,,,,,,,,0,1,2,2,2
1,Optimal,Monterey,Inoculated,13,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
1,Optimal,Monterey,Inoculated,14,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,Optimal,Monterey,Inoculated,15,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
1,Optimal,Monterey,Inoculated,16,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
1,Optimal,Monterey,Inoculated,17,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
1,Optimal,Monterey,Inoculated,18,,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
1,Optimal,Monterey,Inoculated,19,,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,Optimal,Monterey,Inoculated,20,,,,,,,,,,,small,,0,0,1,1,5
1,Optimal,Monterey,Inoculated,21,,,,,,,,,,,,,0,1,2,2,3
1,Optimal,Monterey,Inoculated,22,,,,,,,,,,,,,2,5,5,5,5
1,Optimal,Monterey,Inoculated,23,out of hole,,dead,dead,dead,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,Optimal,Monterey,Inoculated,24,,,,,,,,,,,,,2,1,3,2,2
1,Optimal,Monterey,Inoculated,25,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
1,Optimal,Monterey,Inoculated,26,,,,,flower,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,Optimal,Monterey,Inoculated,27,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
1,Optimal,Monterey,Inoculated,28,out of hole,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
1,Optimal,Monterey,Inoculated,29,,,,,,,,,,,,,0,5,5,5,5
1,Optimal,Monterey,Inoculated,30,,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
2,Optimal,Monterey,Inoculated,1,,,,,,,,,,,,,0,1,3,3,3
2,Optimal,Monterey,Inoculated,2,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,Optimal,Monterey,Inoculated,3,,,,flower,flower,,,,,,,,2,3,5,sampled,sampled
2,Optimal,Monterey,Inoculated,4,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
2,Optimal,Monterey,Inoculated,5,,,little green,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
2,Optimal,Monterey,Inoculated,6,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
2,Optimal,Monterey,Inoculated,7,,,,,flower,,,,,,,,2,2,2,5,5
2,Optimal,Monterey,Inoculated,8,out of hole,,,,,,,,,,,,0,0,3,5,5
2,Optimal,Monterey,Inoculated,9,,no green,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
2,Optimal,Monterey,Inoculated,10,out of hole,no green,,,,,,,,,,,0,1,2,3,3
2,Optimal,Monterey,Inoculated,11,,,,,,,,,,,,,2,2,3,1,2
2,Optimal,Monterey,Inoculated,12,,,,,,,,,,,,,3,4,5,5,5
2,Optimal,Monterey,Inoculated,13,out of hole,flower,,,,,,,,,,,2,4,5,5,sampled
2,Optimal,Monterey,Inoculated,14,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,Optimal,Monterey,Inoculated,15,,,,flower,flower,,,,,,,,0,1,2,3,5
2,Optimal,Monterey,Inoculated,16,,,,,,,,,,,,,2,1,2,3,5
2,Optimal,Monterey,Inoculated,17,,,,,,,,,,,,,2,1,3,5,5
2,Optimal,Monterey,Inoculated,18,,,,,,,,,,,,,2,2,3,5,5
2,Optimal,Monterey,Inoculated,19,,,,,flower,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,Optimal,Monterey,Inoculated,20,,,,,,,,,,,,,2,1,2,2,3
2,Optimal,Monterey,Inoculated,21,,,,flower,flower,,,,,,,,0,1,5,5,5
2,Optimal,Monterey,Inoculated,22,,,,flower,flower,,,,,,,,sampled,sampled,sampled,sampled,sampled
2,Optimal,Monterey,Inoculated,23,,,,,,,,,,,,,0,1,1,3,3
2,Optimal,Monterey,Inoculated,24,,,,,,,,,,,,,0,3,5,5,5
2,Optimal,Monterey,Inoculated,25,,,,,,,,,,,,,0,2,2,5,5
2,Optimal,Monterey,Inoculated,26,,no green,,,,,,,,,,,0,1,2,5,5
2,Optimal,Monterey,Inoculated,27,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,Optimal,Monterey,Inoculated,28,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
2,Optimal,Monterey,Inoculated,29,,,,,flower,,,,,,,,0,2,2,2,2
2,Optimal,Monterey,Inoculated,30,,,,flower,flower,,,,,,,,0,1,2,2,2
3,Optimal,Monterey,Inoculated,1,,,,,,,,,,,,,0,1,2,2,2
3,Optimal,Monterey,Inoculated,2,,no green,,,,,,,,,,,0,1,1,2,4
3,Optimal,Monterey,Inoculated,3,,,,,,,,,,,,,0,0,1,1,2
3,Optimal,Monterey,Inoculated,4,,,,,,,,,,,,,0,0,1,2,5
3,Optimal,Monterey,Inoculated,5,,,,,,,,,,,,,0,2,3,5,5
3,Optimal,Monterey,Inoculated,6,,flower,flower,,,,,,,,,,0,1,1,2,2
3,Optimal,Monterey,Inoculated,7,,,,,flower,,,,,,,,sampled,sampled,sampled,sampled,sampled
3,Optimal,Monterey,Inoculated,8,,"roots up, replaced",dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
3,Optimal,Monterey,Inoculated,9,,,,,,,,,,,,,0,2,1,1,2
3,Optimal,Monterey,Inoculated,10,,,,,,,,,,,,,0,0,2,2,3
3,Optimal,Monterey,Inoculated,11,,,,,,,,,,,,,0,3,2,2,3
3,Optimal,Monterey,Inoculated,12,out of hole,,,,,,,,,,,,0,1,1,2,3
3,Optimal,Monterey,Inoculated,13,,,,,,,,,,,,,0,2,4,5,5
3,Optimal,Monterey,Inoculated,14,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,Optimal,Monterey,Inoculated,15,,,,,,,,,,,,,0,1,1,1,2
3,Optimal,Monterey,Inoculated,16,out of hole,,,,,,,,,,,,0,1,1,1,2
3,Optimal,Monterey,Inoculated,17,,,,,,,,,,,,,0,2,2,5,5
3,Optimal,Monterey,Inoculated,18,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,Optimal,Monterey,Inoculated,19,,,,,,,,,,,,,0,3,5,5,5
3,Optimal,Monterey,Inoculated,20,,,,,flower,,,,,,,,2,2,1,2,2
3,Optimal,Monterey,Inoculated,21,,,,,,,,,,,,,0,0,1,2,5
3,Optimal,Monterey,Inoculated,22,,,,,,,,,,,,,0,1,1,1,2
3,Optimal,Monterey,Inoculated,23,,,,flower,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,Optimal,Monterey,Inoculated,24,,,,,,,,,,,,,0,1,1,1,3
3,Optimal,Monterey,Inoculated,25,,"roots up, replaced",dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
3,Optimal,Monterey,Inoculated,26,,,,flower,flower,,,,,,,,0,1,5,5,5
3,Optimal,Monterey,Inoculated,27,,,,,,,,,,,,,0,0,1,1,sampled
3,Optimal,Monterey,Inoculated,28,,,,,,,,,,,,,0,1,1,1,2
3,Optimal,Monterey,Inoculated,29,,,,flower,flower,,,,,,,,0,0,1,5,5
3,Optimal,Monterey,Inoculated,30,,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,Optimal,Monterey,Inoculated,1,,,,,flower,,,,,,,,2,2,2,2,2
4,Optimal,Monterey,Inoculated,2,,,,,,,,,,,,,2,3,3,4,5
4,Optimal,Monterey,Inoculated,3,,,,,,,,,,,,,0,2,3,2,2
4,Optimal,Monterey,Inoculated,4,,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
4,Optimal,Monterey,Inoculated,5,,,,,,,,,,,,,2,2,2,3,2
4,Optimal,Monterey,Inoculated,6,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
4,Optimal,Monterey,Inoculated,7,,,,,,,dead,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,Optimal,Monterey,Inoculated,8,,,,,,,,,,,,,0,0,1,2,4
4,Optimal,Monterey,Inoculated,9,,,,,,,,,,,,,0,1,1,2,5
4,Optimal,Monterey,Inoculated,10,,,,dead,dead,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,Optimal,Monterey,Inoculated,11,,,,,,,,,,,,,0,0,2,3,5
4,Optimal,Monterey,Inoculated,12,,,,,flower,,,,,,,,0,0,1,1,1
4,Optimal,Monterey,Inoculated,13,,,,,,,,,,,,,0,1,1,1,2
4,Optimal,Monterey,Inoculated,14,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,sampled,sampled,sampled,sampled,sampled
4,Optimal,Monterey,Inoculated,15,,,flower,flower,flower,,,,,,,,0,3,1,4,5
4,Optimal,Monterey,Inoculated,16,,,,,,,,,,,,,0,0,1,3,3
4,Optimal,Monterey,Inoculated,17,,,,,,,,,,,,,0,1,1,2,2
4,Optimal,Monterey,Inoculated,18,,no green,,,,,,,,,,,0,1,3,5,5
4,Optimal,Monterey,Inoculated,19,,no green,,,,,,,,,,,0,1,2,2,2
4,Optimal,Monterey,Inoculated,20,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
